 9050001 402 137 250   0 BS 000 2
  83.75  -8.75  2
  83.83  -8.35  2
  83.90  -8.08  2
  83.97  -7.61  2
  84.04  -7.06  2
  84.09  -6.54  2
  84.19  -5.79  2
  84.25  -5.36  2
  84.32  -4.76  2
  84.38  -4.42  2
  84.45  -3.92  2
  84.54  -3.18  2
  84.60  -2.64  2
  84.65  -2.19  2
  84.70  -1.98  2
  84.76  -1.47  2
  84.82  -1.06  2
  84.87  -0.59  2
  84.96   0.08  2
  85.02   0.71  2
  85.09   1.16  2
  85.15   1.82  2
  85.23   2.71  2
  85.31   3.48  2
  85.49   5.36  3
  85.56   6.36  2
  85.64   8.00  2
  85.71   9.16  2
  85.74   9.89  2
  85.78  10.43  2
  85.88  11.46  2
  86.01  13.12  2
  86.09  15.15  2
  86.68  32.89  3
  86.80  36.63  2
  86.90  39.17  2
  86.94  40.98  2
  86.99  42.39  2
  87.03  43.40  2
  87.06  44.89  2
  87.11  46.57  2
  87.15  47.84  2
  87.17  49.51  2
  87.15  48.15  3
  87.09  47.79  2
  87.09  46.26  3
  87.04  46.17  2
  87.06  44.82  3
  86.99  44.53  2
  87.04  43.62  3
  86.98  43.21  2
  86.98  42.11  3
  86.95  41.85  2
  86.95  40.25  3
  86.92  40.29  2
  86.93  38.82  3
  86.87  39.01  2
  86.87  37.66  3
  86.81  37.67  2
  86.82  37.08  3
  86.77  37.20  2
  86.69  32.83  3
  86.64  33.49  2
  86.44  28.18  3
  86.41  28.20  2
  86.42  26.33  3
  86.40  26.33  2
  86.38  23.73  3
  86.34  23.92  2
  86.30  21.28  3
  86.27  21.48  2
  86.28  19.16  3
  86.23  19.34  2
  86.20  16.41  3
  86.15  16.80  2
  86.12  14.66  3
  86.06  15.18  2
  86.01  12.55  3
  85.95  13.01  2
  85.91  11.23  3
  85.88  11.77  2
  85.86  10.56  3
  85.82  11.23  2
  85.80   9.72  3
  85.77  10.26  2
  85.73   8.84  3
  85.70   8.92  2
  85.69   7.65  3
  85.65   8.01  2
  85.63   6.89  3
  85.59   7.25  2
  85.57   6.38  3
  85.54   6.68  2
  85.51   5.38  3
  85.47   5.88  2
  85.36   3.59  3
  85.33   4.04  2
  85.31   2.88  3
  85.27   3.26  2
  85.25   2.58  3
  85.23   2.97  2
  85.22   2.11  3
  85.16   2.80  2
  85.13   1.11  3
  85.10   1.49  2
  85.08   0.78  3
  85.05   0.91  2
  85.01   0.08  3
  84.97   0.40  2
  84.95  -0.16  3
  84.93   0.08  2
  84.91  -0.78  3
  84.90  -0.41  2
  84.87  -1.14  3
  84.84  -0.76  2
  84.82  -1.49  3
  84.76  -0.93  2
  84.76  -1.88  3
  84.75  -1.64  2
  84.71  -2.28  3
  84.69  -1.92  2
  84.67  -2.61  3
  84.65  -2.25  2
  84.60  -3.10  3
  84.58  -2.62  2
  84.54  -3.30  3
  84.54  -3.01  2
  84.49  -3.72  3
  84.48  -3.37  2
  84.46  -4.15  3
  84.39  -3.54  2
  84.37  -4.47  3
  84.35  -4.18  2
  84.33  -4.88  3
  84.30  -4.53  2
  84.25  -5.36  3
  84.22  -4.95  2
  83.96  -8.22  3
  83.92  -8.01  2
  83.91  -8.52  3
  83.87  -8.36  2
  83.84  -8.94  3
  83.81  -8.43  2
  83.79  -9.06  3
  83.75  -8.70  2
  83.73  -9.38  3
  83.71  -9.09  2
  83.68  -9.60  3
  83.63  -9.03  2
  83.63  -9.52  3
  83.61  -9.09  2
  83.58  -9.64  3
  83.56  -9.32  2
  83.51  -9.94  3
  83.49  -9.45  2
  83.43  -9.95  3
  83.39  -9.50  2
  83.35 -10.11  3
  83.33  -9.69  2
  83.27 -10.36  3
  83.24  -9.89  2
  83.20 -10.35  2
  83.20  -9.93  3
  83.14 -10.26  2
  83.11  -9.83  3
  83.04 -10.38  2
  83.01  -9.88  3
  79.26 125.09  3
  79.46 124.73  2
  79.70 124.37  2
  79.91 124.00  2
  80.20 123.41  2
  80.45 123.05  2
  80.79 122.51  2
  81.06 122.00  2
  81.17 121.76  2
  82.57 119.74  3
  82.95 118.81  2
  83.29 117.65  2
  83.55 116.42  2
  83.83 114.88  2
  83.91 114.32  2
  84.77 105.02  3
  84.89 102.95  2
  85.10  99.72  2
  85.29  96.34  2
  85.40  93.82  2
  85.57  90.13  2
  85.70  87.13  2
  85.81  84.42  2
  99.00   0.00  3
 1X1 400 402   2   9   0 AN 005 1
  85.88  82.55  3
  86.00  81.36  3
  99.00   0.00  3
 1X1 401 402 153  15   0 AN 5MX 3
  83.84 -10.69  3
  83.92 -10.16  2
  84.04  -9.35  2
  84.12  -8.74  2
  84.31  -6.92  3
  84.43  -6.22  2
  84.53  -5.59  2
  84.64  -4.89  2
  84.71  -4.36  2
  84.79  -3.70  2
  84.86  -2.97  2
  84.92  -2.45  2
  85.05  -1.32  2
  85.19  -0.51  2
  85.31   0.61  2
  85.36   1.15  2
  85.65   3.59  3
  85.70   4.28  2
  85.77   5.63  2
  85.82   6.36  2
  85.85   7.10  2
  85.90   8.18  2
  85.95   9.07  2
  86.01   9.68  2
  86.10  11.12  2
  86.26  14.00  2
  86.30  14.92  2
  86.38  17.72  2
  86.45  20.02  2
  86.50  22.46  2
  86.57  24.54  2
  86.61  27.17  2
  86.79  31.74  2
  86.93  35.40  2
  87.15  41.22  3
  87.18  42.36  2
  87.21  44.39  2
  87.24  46.08  2
  87.28  47.72  2
  87.34  49.69  2
  87.43  52.28  3
  87.37  51.54  2
  87.35  52.31  2
  87.31  51.39  2
  87.33  51.19  2
  87.42  53.40  3
  87.35  53.00  2
  87.35  54.51  2
  87.39  54.15  2
  87.38  53.62  2
  87.39  54.41  2
  87.43  54.48  2
  87.43  53.43  2
  87.36  48.80  3
  87.32  49.08  2
  87.35  47.28  3
  87.27  47.87  2
  87.30  45.93  3
  87.23  46.23  2
  87.26  44.14  3
  87.19  44.17  2
  87.23  42.47  3
  87.16  42.69  2
  87.19  40.69  3
  87.13  40.86  2
  86.99  35.35  3
  86.94  35.36  2
  86.84  31.64  3
  86.80  32.03  2
  86.72  28.67  3
  86.69  28.83  2
  86.66  27.09  3
  86.60  27.21  2
  86.61  24.31  3
  86.57  24.59  2
  86.57  22.29  3
  86.52  22.44  2
  86.50  20.04  3
  86.46  19.97  2
  86.42  17.46  3
  86.39  17.66  2
  86.34  14.64  3
  86.29  15.07  2
  86.25  12.94  3
  86.22  13.08  2
  86.14  11.05  3
  86.11  11.80  2
  86.04   9.67  3
  86.00  10.04  2
  85.97   8.71  3
  85.92   9.39  2
  85.92   7.98  3
  85.85   8.46  2
  85.86   6.95  3
  85.83   7.21  2
  85.82   5.83  3
  85.79   6.32  2
  85.77   5.03  3
  85.74   5.44  2
  85.72   4.24  3
  85.70   4.36  2
  85.67   3.32  3
  85.65   4.02  2
  85.32   0.20  3
  85.29   0.60  2
  85.27   0.00  3
  85.24   0.47  2
  85.22  -0.52  3
  85.20  -0.19  2
  85.17  -1.29  3
  85.14  -0.76  2
  85.10  -1.72  3
  85.06  -1.06  2
  85.05  -1.82  3
  85.01  -2.24  3
  84.99  -1.79  2
  84.97  -2.66  3
  84.93  -2.08  2
  84.90  -2.99  3
  84.88  -2.55  2
  84.86  -3.27  3
  84.84  -2.95  2
  84.80  -3.84  3
  84.79  -3.46  2
  84.75  -4.28  3
  84.71  -3.76  2
  84.68  -4.75  3
  84.67  -4.21  2
  84.64  -5.18  3
  84.61  -4.69  2
  84.59  -5.36  3
  84.57  -4.99  2
  84.54  -5.66  3
  84.52  -5.29  2
  84.47  -6.33  3
  84.45  -5.91  2
  84.42  -6.55  3
  84.40  -6.19  2
  84.36  -7.03  3
  84.34  -6.39  2
  84.30  -7.07  3
  84.29  -6.61  2
  84.09  -9.17  3
  84.08  -8.78  2
  84.04  -9.47  3
  84.03  -9.17  2
  83.97  -9.99  3
  83.96  -9.64  2
  83.91 -10.61  3
  83.91 -10.09  2
  83.86 -10.89  3
  83.85 -10.50  2
  83.85 -10.56  3
  99.00   0.00  3
 1X1 402 402 169  20   0 AN 006 7
  87.47  49.67  3
  87.46  47.20  2
  87.44  45.10  2
  87.41  43.64  2
  87.36  41.31  2
  87.32  39.96  2
  87.28  38.23  2
  87.24  37.12  2
  87.19  35.76  2
  87.13  34.23  2
  87.01  30.26  2
  86.90  27.83  2
  86.83  25.73  2
  86.78  23.18  2
  86.71  20.55  2
  86.66  18.02  2
  86.60  15.61  2
  86.51  12.67  2
  86.38  11.34  2
  86.30   8.95  2
  86.13   6.13  3
  86.07   4.83  2
  86.02   4.22  2
  85.96   3.38  2
  85.89   2.71  2
  85.83   2.00  2
  85.77   1.16  2
  85.59  -0.01  3
  85.46  -1.46  2
  85.39  -2.45  2
  85.26  -3.44  2
  85.12  -4.36  2
  84.93  -5.43  2
  84.79  -6.44  2
  84.65  -7.43  2
  84.48  -9.26  2
  84.36 -10.35  2
  84.23 -11.17  2
  84.07 -11.93  2
  83.88 -12.55  2
  83.72 -13.23  2
  83.60 -13.69  2
  83.63 -13.77  3
  83.62 -13.62  2
  83.68 -13.62  3
  83.66 -13.21  2
  83.76 -13.27  3
  83.73 -13.01  2
  83.80 -13.21  3
  83.80 -12.78  2
  83.88 -12.92  3
  83.86 -12.45  2
  83.93 -12.71  3
  83.92 -12.26  2
  84.01 -12.45  3
  83.98 -12.02  2
  84.08 -12.18  3
  84.06 -11.82  2
  84.14 -11.92  3
  84.13 -11.62  2
  84.22 -11.54  3
  84.20 -11.27  2
  84.27 -11.24  3
  84.25 -10.77  2
  84.33 -10.93  3
  84.31 -10.33  2
  84.39 -10.36  3
  84.37  -9.92  2
  84.43  -9.81  3
  84.42  -9.44  2
  84.49  -9.40  3
  84.47  -9.01  2
  84.52  -8.76  3
  84.51  -8.51  2
  84.59  -8.40  3
  84.57  -8.08  2
  84.63  -7.88  3
  84.62  -7.39  2
  84.68  -7.30  3
  84.66  -7.04  2
  84.73  -7.07  3
  84.72  -6.63  2
  84.79  -6.55  3
  84.77  -6.10  2
  84.86  -6.22  3
  84.83  -5.81  2
  84.90  -6.08  3
  84.89  -5.76  2
  84.96  -5.59  3
  84.94  -5.19  2
  85.04  -5.18  3
  85.01  -4.71  2
  85.10  -4.73  3
  85.07  -4.32  2
  85.15  -4.39  3
  85.12  -3.92  2
  85.19  -4.04  3
  85.19  -3.58  2
  85.27  -3.58  3
  85.25  -2.97  2
  85.46  -1.94  3
  85.44  -1.52  2
  85.50  -1.33  3
  85.48  -0.84  2
  85.54  -1.07  3
  85.52  -0.85  2
  85.61  -0.52  3
  85.57  -0.08  2
  85.81   0.50  3
  85.78   0.79  2
  85.87   1.64  3
  85.85   1.86  2
  85.91   2.03  3
  85.88   2.56  2
  85.96   2.99  3
  85.93   3.59  2
  86.01   4.05  3
  86.00   4.35  2
  86.10   4.94  3
  86.07   5.39  2
  86.16   5.76  3
  86.13   6.28  2
  86.21   6.42  3
  86.19   7.20  2
  86.32   8.22  3
  86.25   9.02  2
  86.38  10.92  3
  86.35  11.34  2
  86.52  11.99  3
  86.48  12.84  2
  86.60  15.23  3
  86.58  15.57  2
  86.67  17.21  3
  86.62  17.74  2
  86.74  19.89  3
  86.68  20.83  2
  86.78  24.39  3
  86.84  23.86  2
  86.80  22.62  2
  86.76  23.19  2
  86.81  23.71  2
  86.82  22.99  2
  86.87  25.85  3
  86.83  25.86  2
  86.91  27.29  3
  86.88  27.65  2
  87.02  29.81  3
  86.97  30.31  2
  87.14  33.38  3
  87.10  33.78  2
  87.20  35.14  3
  87.17  35.50  2
  87.26  36.64  3
  87.21  36.96  2
  87.31  37.91  3
  87.26  38.45  2
  87.34  39.43  3
  87.31  39.82  2
  87.38  40.78  3
  87.34  41.43  2
  87.43  42.42  3
  87.39  43.06  2
  87.47  44.39  3
  87.42  44.93  2
  87.49  46.33  3
  87.44  46.74  2
  87.51  48.48  3
  87.47  48.78  2
  87.47  50.01  3
  99.00   0.00  3
 1X1 403 402 166  32   0 AN 012 3
  84.68 -13.35  3
  84.74 -13.04  2
  84.79 -12.80  2
  84.87 -12.30  2
  84.92 -12.36  2
  84.97 -11.99  2
  85.03 -11.76  2
  85.10 -11.47  2
  85.18 -10.87  2
  85.28 -10.17  2
  85.28  -9.15  3
  85.35  -8.68  2
  85.41  -8.38  2
  85.48  -7.95  2
  85.53  -7.55  2
  85.59  -7.22  2
  85.62  -7.06  2
  85.67  -6.78  2
  85.75  -6.25  2
  85.80  -5.86  2
  85.85  -5.64  2
  86.01  -4.45  2
  86.12  -3.94  2
  86.18  -3.43  2
  86.27  -2.68  2
  86.34  -2.04  2
  86.39  -1.12  2
  86.46  -0.26  2
  86.50   0.81  2
  86.60   2.76  2
  86.69   5.31  2
  86.76   7.74  2
  86.84  11.46  2
  86.90  14.70  2
  87.01  19.50  3
  87.09  22.53  2
  87.17  25.10  2
  87.25  28.37  2
  87.37  32.24  2
  87.42  33.49  2
  87.47  35.23  2
  87.53  37.17  2
  87.56  38.15  2
  87.61  40.81  2
  87.67  42.22  2
  87.71  43.92  2
  87.75  45.27  2
  87.84  47.73  2
  87.90  53.55  3
  87.90  49.93  2
  87.83  54.01  3
  87.79  53.94  2
  87.84  51.25  2
  87.78  51.17  2
  83.21 120.58  3
  83.38 120.27  2
  83.67 119.07  2
  84.00 117.82  2
  84.35 115.74  2
  84.64 113.01  2
  84.96 109.83  2
  85.15 107.56  2
  85.35 104.32  2
  85.57 100.39  2
  85.68  97.86  2
  85.90  93.57  2
  86.12  89.38  2
  86.38  85.23  2
  86.64  81.36  2
  86.91  78.40  2
  87.25  76.10  2
  87.51  71.24  2
  87.74  64.83  2
  87.88  57.07  2
  87.84  47.43  3
  87.79  47.58  2
  87.80  45.57  3
  87.72  45.47  2
  87.74  44.19  3
  87.69  44.21  2
  87.68  42.11  3
  87.61  42.39  2
  87.65  40.35  3
  87.56  40.16  2
  87.57  37.86  3
  87.53  38.26  2
  87.53  36.50  3
  87.47  36.64  2
  87.48  34.89  3
  87.43  35.21  2
  87.44  33.04  3
  87.37  33.70  2
  87.39  31.73  3
  87.33  32.00  2
  87.29  27.82  3
  87.24  28.31  2
  87.19  24.54  3
  87.13  25.08  2
  87.12  22.60  3
  87.07  23.38  2
  87.06  19.85  3
  87.01  20.10  2
  86.93  13.27  3
  86.88  13.97  2
  86.88  11.19  3
  86.85  11.89  2
  86.78   7.12  3
  86.73   7.69  2
  86.71   4.95  3
  86.67   5.36  2
  86.60   2.21  3
  86.57   2.56  2
  86.53   0.54  3
  86.48   0.98  2
  86.48  -0.89  3
  86.44   0.01  2
  86.40  -1.73  3
  86.37  -0.94  2
  86.32  -2.55  3
  86.27  -2.76  3
  86.25  -2.24  2
  86.20  -3.78  3
  86.16  -2.92  2
  86.13  -4.19  3
  86.10  -3.52  2
  86.06  -4.60  3
  86.01  -3.66  2
  85.88  -5.83  3
  85.83  -5.16  2
  85.81  -6.04  3
  85.78  -5.46  2
  85.75  -6.68  3
  85.70  -6.38  2
  85.67  -7.29  3
  85.62  -6.55  2
  85.58  -7.70  3
  85.55  -7.02  2
  85.51  -7.79  3
  85.47  -7.38  2
  85.33  -8.98  3
  85.32  -8.35  2
  85.30  -9.19  3
  85.29  -8.56  2
  85.24 -10.87  3
  85.23 -10.51  2
  85.19 -11.30  3
  85.16 -10.48  2
  85.14 -11.56  3
  85.09 -10.99  2
  85.06 -11.89  3
  85.04 -11.26  2
  85.00 -12.38  3
  84.98 -11.69  2
  84.93 -12.78  3
  84.90 -11.94  2
  84.87 -12.88  3
  84.86 -12.27  2
  84.82 -13.05  3
  84.79 -12.48  2
  84.75 -13.36  3
  84.71 -12.66  2
  84.70 -13.59  3
  84.69 -13.08  2
  84.65 -13.84  3
  84.64 -13.38  2
  84.64 -13.38  3
  99.00   0.00  3
 1X1 404 402 136  42   0 AN 018 1
  85.74 -11.44  3
  85.80 -10.56  2
  85.87  -9.73  2
  85.91  -9.60  2
  85.95  -9.23  2
  86.02  -8.83  2
  86.19  -8.66  3
  86.29  -8.57  2
  86.37  -7.88  2
  86.44  -7.07  2
  86.52  -6.42  2
  86.59  -5.44  2
  86.66  -4.71  2
  86.71  -4.13  2
  86.80  -2.58  2
  86.92  -0.14  2
  87.02   3.12  3
  87.12   6.38  2
  87.21   9.88  2
  87.28  12.24  2
  87.33  15.47  2
  87.38  18.82  2
  87.45  21.27  2
  87.54  25.01  2
  87.70  28.73  2
  87.79  30.26  2
  87.88  32.15  2
  87.96  34.64  2
  88.01  37.20  2
  88.11  40.46  2
  88.13  41.35  2
  88.19  43.68  2
  88.25  47.30  2
  88.32  53.62  3
  88.32  49.63  2
  88.22  53.26  3
  88.24  52.36  2
  88.19  51.29  2
  88.20  49.46  2
  88.23  49.92  2
  88.20  50.96  2
  88.17  52.34  2
  88.23  52.80  2
  88.19  59.04  3
  88.10  67.12  2
  87.91  73.83  2
  87.70  77.89  2
  87.57  79.47  2
  81.82 124.59  3
  82.12 124.67  2
  82.43 124.37  2
  82.78 123.73  2
  83.22 123.01  2
  83.69 121.73  2
  83.98 120.55  2
  84.33 119.16  2
  84.58 118.23  2
  84.92 115.84  2
  85.17 113.52  2
  85.39 110.73  2
  85.63 107.62  2
  85.85 103.61  2
  85.96 101.12  2
  86.18  96.61  2
  86.38  93.74  2
  86.64  89.15  2
  86.83  86.01  2
  88.21  46.39  3
  88.17  46.37  2
  88.20  43.30  3
  88.09  44.57  2
  88.13  41.71  3
  88.07  41.47  2
  88.08  39.72  3
  88.03  39.85  2
  88.01  37.33  3
  87.96  37.17  2
  87.95  34.94  3
  87.91  35.46  2
  87.91  33.42  3
  87.83  33.84  2
  87.84  31.98  3
  87.79  31.99  2
  87.79  29.82  3
  87.74  30.50  2
  87.71  28.55  3
  87.66  29.23  2
  87.56  24.77  3
  87.49  25.33  2
  87.43  21.10  3
  87.38  21.85  2
  87.36  18.67  3
  87.33  19.19  2
  87.31  15.64  3
  87.28  16.15  2
  87.25  12.12  3
  87.23  12.60  2
  87.20   8.72  3
  87.15   9.66  2
  87.13   5.52  3
  87.09   6.32  2
  87.03   2.60  3
  86.98   3.28  2
  86.94  -0.45  3
  86.90   0.57  2
  86.82  -3.09  3
  86.79  -2.27  2
  86.72  -4.52  3
  86.69  -3.90  2
  86.65  -5.64  3
  86.61  -4.64  2
  86.57  -5.88  3
  86.55  -5.38  2
  86.51  -6.67  3
  86.48  -5.98  2
  86.42  -7.39  3
  86.40  -6.64  2
  86.36  -7.87  3
  86.33  -7.01  2
  86.28  -8.64  3
  86.26  -7.72  2
  86.21  -8.97  3
  86.18  -7.89  2
  86.01  -9.28  3
  85.95  -8.59  2
  85.94  -9.43  3
  85.92  -8.84  2
  85.89  -9.87  3
  85.87  -9.42  2
  85.83 -10.63  3
  85.82  -9.83  2
  85.80 -10.79  3
  85.78 -10.13  2
  85.78 -11.10  3
  85.75 -10.49  2
  85.75 -10.50  3
  99.00   0.00  3
 1X1 405 402 121  45   0 AN 020 3
  85.96 -15.05  3
  86.05 -14.27  2
  86.12 -14.12  2
  86.19 -14.31  2
  86.32 -14.14  2
  86.44 -14.17  2
  86.52 -14.03  2
  86.60 -13.34  2
  86.68 -12.89  2
  86.78 -11.71  2
  86.83 -11.19  2
  86.88 -10.37  2
  87.00  -8.76  2
  87.15  -6.46  2
  87.24  -3.94  2
  87.34  -1.03  2
  87.42   2.59  2
  87.53   6.50  2
  87.62   9.41  2
  87.70  13.18  2
  87.76  16.04  2
  87.88  19.55  2
  88.01  23.59  2
  88.07  25.45  2
  88.14  27.14  2
  88.20  28.55  2
  88.29  30.45  2
  88.35  32.54  2
  88.41  35.05  2
  88.46  37.75  2
  88.53  40.29  2
  88.56  44.04  2
  88.67  49.95  3
  88.63  50.61  2
  88.62  48.98  2
  88.67  45.94  2
  88.61  46.39  2
  88.51  51.84  3
  88.53  49.67  2
  88.48  48.77  2
  88.48  51.13  2
  88.52  50.98  2
  88.51  62.67  3
  88.41  70.96  2
  88.25  79.28  2
  88.04  84.82  2
  87.98  85.61  2
  83.30 124.96  3
  83.53 124.47  2
  83.86 123.78  2
  84.31 122.17  2
  84.69 120.88  2
  84.96 119.17  2
  85.27 116.72  2
  85.54 113.65  2
  85.71 112.02  2
  88.55  43.58  3
  88.50  43.49  2
  88.51  40.80  3
  88.47  41.50  2
  88.47  38.58  3
  88.41  38.68  2
  88.40  35.81  3
  88.35  36.23  2
  88.33  33.49  3
  88.29  33.91  2
  88.26  30.80  3
  88.21  31.08  2
  88.21  29.34  3
  88.17  30.06  2
  88.15  27.59  3
  88.11  27.95  2
  88.08  25.96  3
  88.00  26.62  2
  88.01  23.80  3
  87.98  24.41  2
  87.88  19.41  3
  87.81  20.74  2
  87.77  15.81  3
  87.73  16.22  2
  87.70  13.48  3
  87.68  13.65  2
  87.62   9.54  3
  87.60   9.99  2
  87.55   6.82  3
  87.52   7.24  2
  87.44   2.97  3
  87.41   3.67  2
  87.37   0.03  3
  87.33   0.62  2
  87.27  -2.95  3
  87.24  -2.46  2
  87.16  -6.14  3
  87.13  -5.20  2
  87.01  -8.48  3
  86.98  -7.87  2
  86.92 -10.38  3
  86.89  -9.66  2
  86.84 -11.45  3
  86.81 -10.31  2
  86.77 -11.86  3
  86.74 -11.38  2
  86.69 -12.94  3
  86.67 -12.17  2
  86.61 -13.18  3
  86.59 -12.63  2
  86.55 -13.96  3
  86.52 -13.39  2
  86.45 -13.94  3
  86.43 -13.68  2
  86.38 -13.83  3
  86.35 -13.37  2
  86.18 -13.85  3
  86.15 -13.15  2
  86.13 -14.32  3
  86.11 -13.57  2
  86.06 -14.56  3
  86.02 -13.77  2
  86.01 -14.51  3
  85.99 -13.88  2
  86.00 -13.92  3
  99.00   0.00  3
 1X1 406 402 119  49   0 AN 021 4
  86.41 -18.30  3
  86.52 -17.96  2
  86.55 -17.93  2
  86.65 -17.25  2
  86.69 -17.15  2
  86.76 -16.85  2
  86.84 -16.25  2
  86.93 -15.03  2
  87.00 -14.10  2
  87.11 -12.76  2
  87.26 -10.21  2
  87.39  -7.45  2
  87.52  -4.80  2
  87.61  -2.36  2
  87.71   0.41  2
  87.83   3.74  2
  87.92   6.16  2
  88.01   9.32  2
  88.16  13.52  2
  88.30  16.90  2
  88.37  19.25  2
  88.44  21.96  2
  88.50  23.55  2
  88.57  25.86  2
  88.61  28.14  2
  88.68  31.52  2
  88.73  34.58  2
  88.77  37.50  2
  88.80  43.05  2
  88.91  48.73  3
  88.87  50.00  2
  88.90  43.66  2
  88.85  44.50  2
  88.80  50.26  3
  88.79  43.99  2
  88.84  42.58  3
  88.80  42.68  2
  88.79  37.19  3
  88.75  38.34  2
  88.75  34.93  3
  88.69  35.36  2
  88.69  32.30  3
  88.66  32.72  2
  88.64  28.49  3
  88.59  28.93  2
  88.58  26.84  3
  88.54  27.22  2
  88.51  23.72  3
  88.48  24.25  2
  88.45  21.58  3
  88.41  22.07  2
  88.38  19.26  3
  88.35  20.45  2
  88.33  17.04  3
  88.29  18.18  2
  88.17  12.89  3
  88.15  13.07  2
  88.04   9.42  3
  88.01   9.78  2
  87.94   5.92  3
  87.91   6.74  2
  87.85   3.20  3
  87.81   4.14  2
  87.76   0.83  3
  87.71   1.09  2
  87.64  -3.06  3
  87.60  -2.35  2
  87.52  -5.57  3
  87.50  -4.64  2
  87.41  -8.37  3
  87.38  -7.67  2
  87.27 -10.84  3
  87.25  -9.72  2
  87.12 -13.16  3
  87.10 -12.19  2
  87.02 -14.76  3
  87.01 -14.05  2
  86.94 -15.76  3
  86.93 -14.93  2
  86.85 -16.62  3
  86.85 -15.67  2
  86.78 -16.96  3
  86.77 -16.29  2
  86.72 -17.53  3
  86.70 -16.72  2
  86.67 -17.93  3
  86.68 -17.12  2
  86.62 -18.08  3
  86.62 -17.26  2
  86.57 -18.37  3
  86.54 -17.62  2
  86.51 -18.51  3
  86.47 -17.55  2
  86.44 -18.50  3
  86.43 -17.44  2
  82.81 127.79  3
  83.05 127.69  2
  83.31 127.08  2
  83.60 126.47  2
  83.86 126.17  2
  84.11 125.47  2
  84.40 124.55  2
  84.76 123.11  2
  85.04 121.65  2
  85.30 119.70  2
  85.44 118.93  2
  85.69 116.05  2
  85.94 113.62  2
  86.20 110.43  2
  86.36 107.89  2
  86.59 104.42  2
  86.81 100.85  2
  87.05  97.74  2
  87.32  95.42  2
  87.56  94.39  2
  87.80  93.56  2
  88.07  91.90  2
  88.26  88.46  2
  88.32  87.47  3
  99.00   0.00  3
 1X1 407 402  80  52   0 AN 022 5
  86.08 -22.96  3
  86.25 -22.03  2
  86.32 -21.59  2
  86.39 -21.35  2
  86.47 -21.28  2
  86.58 -20.75  2
  86.66 -20.60  2
  86.73 -20.35  2
  86.80 -20.31  2
  87.80  -4.29  3
  87.94  -0.80  2
  88.04   1.88  2
  88.16   4.72  2
  88.33   7.42  2
  88.46  10.90  2
  88.52  13.33  2
  88.61  16.56  2
  88.65  18.19  2
  88.71  20.71  2
  88.77  24.55  2
  88.82  27.67  2
  88.86  31.04  2
  88.93  34.85  2
  88.97  38.79  2
  89.01  38.53  3
  88.95  39.12  2
  88.95  35.53  3
  88.92  35.17  2
  88.92  30.99  3
  88.86  31.90  2
  88.85  28.66  3
  88.80  28.59  2
  88.80  25.08  3
  88.77  25.81  2
  88.74  21.47  3
  88.71  22.16  2
  88.68  19.23  3
  88.65  19.66  2
  88.62  16.12  3
  88.57  16.76  2
  88.56  14.84  3
  88.51  15.17  2
  88.51  11.91  3
  88.47  12.47  2
  88.31   7.74  3
  88.30   8.43  2
  88.20   3.93  3
  88.13   5.66  2
  88.07   2.22  3
  88.04   2.84  2
  87.95  -0.34  3
  87.95   0.12  2
  87.82  -4.06  3
  87.80  -3.59  2
  86.70 -21.44  3
  86.65 -20.54  2
  86.57 -21.91  3
  86.55 -20.67  2
  86.51 -21.50  3
  86.46 -20.58  2
  86.37 -22.46  3
  86.36 -21.27  2
  86.32 -22.05  3
  86.29 -21.33  2
  86.28 -22.06  3
  86.25 -21.08  2
  83.14 128.89  3
  83.56 128.44  2
  83.78 128.23  2
  84.04 127.88  2
  84.24 127.31  2
  85.02 124.38  3
  85.47 121.42  2
  85.70 119.84  2
  85.96 117.91  2
  86.52 109.76  3
  86.79 106.20  2
  87.10 103.36  2
  87.42 101.05  2
  87.43 101.10  3
  99.00   0.00  3
 1X1 408 402 116  54   0 AN 023 6
  85.88 -26.87  3
  86.03 -26.58  2
  86.30 -25.46  2
  86.35 -25.06  2
  86.40 -24.93  2
  86.44 -24.79  2
  86.53 -24.68  2
  86.62 -24.47  2
  86.67 -24.31  2
  86.71 -24.12  2
  86.79 -23.84  2
  86.86 -23.70  2
  86.97 -23.47  2
  87.01 -23.05  2
  87.10 -22.13  2
  87.23 -20.10  2
  87.38 -16.65  2
  87.49 -14.52  2
  87.65 -11.82  2
  87.75  -9.83  2
  87.90  -7.23  2
  88.03  -5.17  2
  88.16  -3.66  2
  88.29  -1.93  2
  88.47   1.50  2
  88.64   5.34  2
  88.71   6.88  2
  88.78   8.80  2
  88.83  10.79  2
  88.91  13.61  2
  88.98  16.56  2
  89.05  19.54  2
  89.13  24.09  2
  89.21  28.25  2
  89.26  35.26  2
  89.29  58.55  3
  89.17  80.75  2
  88.86  97.16  2
  83.99 131.65  3
  84.36 130.67  2
  84.84 128.15  2
  85.16 126.98  2
  85.60 124.36  2
  86.08 119.63  2
  86.42 114.76  2
  86.66 110.94  2
  86.87 108.61  2
  89.28  30.94  3
  89.23  32.49  2
  89.24  26.28  3
  89.19  27.53  2
  89.15  22.69  3
  89.10  23.10  2
  89.08  18.71  3
  89.04  20.06  2
  89.02  15.47  3
  88.96  17.09  2
  88.93  12.67  3
  88.89  14.58  2
  88.87  10.87  3
  88.81  12.77  2
  88.79   8.84  3
  88.75  10.10  2
